codigo,nome,cnpj_cpf,conta,servico_principal,servicos_adicionais,regime,mensalidade,faturamento_anual,data_inicio,responsavel,nps
CLI-01011,Cliente 1011,00.100.010/0001-00,Zov,Contabilidade,Legalização,N/A,4922,5942100,2022-08-12,João Silva,1
CLI-01012,Cliente 1012,00.100.010/0001-00,Mdias,Legalização,BPO RH,Simples Nacional,4936,5488824,2024-09-03,Ana Silva,1
CLI-01013,Cliente 1013,00.100.010/0001-00,Mdias,BPO RH,N/A,Simples Nacional,6199,2700041,2024-05-17,Ana Silva,3
CLI-01014,Cliente 1014,00.100.010/0001-00,Papaya,BPO RH,N/A,Lucro Real,7554,5461316,2023-12-17,Ana Silva,8
CLI-01015,Cliente 1015,00.100.010/0001-00,Papaya,BPO RH,N/A,Simples Nacional,3174,3365947,2022-11-24,Ana Silva,7
CLI-01016,Cliente 1016,00.100.010/0001-00,Mdias,BPO RH,BPO Financeiro,Simples Nacional,2341,4597866,2022-07-15,João Silva,9
CLI-01017,Cliente 1017,00.100.010/0001-00,Papaya,Legalização,Certificado Digital,N/A,2399,875244,2023-04-03,João Silva,10
CLI-01018,Cliente 1018,00.100.010/0001-00,Papaya,Certificado Digital,N/A,Simples Nacional,5259,911258,2024-11-12,João Silva,1
CLI-01019,Cliente 1019,00.100.010/0001-00,Zov,BPO Financeiro,Contabilidade,Lucro Real,8860,6739091,2022-03-11,Carlos Souza,3
CLI-01020,Cliente 1020,00.100.010/0001-00,Mdias,BPO Financeiro,Legalização,Simples Nacional,6864,3113866,2024-11-17,Ana Silva,7
CLI-01021,Cliente 1021,00.100.010/0001-00,Papaya,BPO Financeiro,Contabilidade,Lucro Real,2585,3245307,2022-02-19,Ana Silva,8
CLI-01022,Cliente 1022,00.100.010/0001-00,Mdias,Certificado Digital,Legalização,N/A,9313,1384670,2023-08-16,João Silva,9
CLI-01023,Cliente 1023,00.100.010/0001-00,Papaya,BPO RH,N/A,N/A,5820,1553613,2024-10-10,Maria Santos,4
CLI-01024,Cliente 1024,00.100.010/0001-00,Mdias,Certificado Digital,BPO RH,Simples Nacional,6746,40370,2024-05-26,Carlos Souza,1
CLI-01025,Cliente 1025,00.100.010/0001-00,Papaya,Legalização,N/A,Lucro Real,6915,358211,2023-05-13,Maria Santos,5
CLI-01026,Cliente 1026,00.100.010/0001-00,Zov,Contabilidade,N/A,Lucro Real,9253,6904600,2022-04-03,Ana Silva,2
CLI-01027,Cliente 1027,00.100.010/0001-00,Papaya,BPO RH,BPO Financeiro,Simples Nacional,918,1271892,2022-10-28,Carlos Souza,8
CLI-01028,Cliente 1028,00.100.010/0001-00,Zov,Certificado Digital,N/A,MEI,8106,1877990,2023-07-25,Maria Santos,8
CLI-01029,Cliente 1029,00.100.010/0001-00,Papaya,Certificado Digital,Legalização,Simples Nacional,6307,944236,2022-12-18,João Silva,8
CLI-01030,Cliente 1030,00.100.010/0001-00,Mdias,Legalização,BPO Financeiro,Simples Nacional,4646,4570939,2023-12-09,Carlos Souza,1
CLI-01031,Cliente 1031,00.100.010/0001-00,Mdias,Contabilidade,N/A,MEI,1664,4089415,2024-09-02,Carlos Souza,1
CLI-01032,Cliente 1032,00.100.010/0001-00,Zov,Legalização,Contabilidade,Simples Nacional,3343,4108974,2023-12-12,Maria Santos,6
CLI-01033,Cliente 1033,00.100.010/0001-00,Zov,BPO RH,N/A,Lucro Real,8491,1633190,2024-10-10,Carlos Souza,5
CLI-01034,Cliente 1034,00.100.010/0001-00,Papaya,BPO Financeiro,N/A,Simples Nacional,4071,5189356,2024-04-14,Ana Silva,4
CLI-01035,Cliente 1035,00.100.010/0001-00,Zov,Certificado Digital,N/A,Lucro Real,1056,3901864,2022-04-06,Maria Santos,3
CLI-01036,Cliente 1036,00.100.010/0001-00,Mdias,Contabilidade,BPO Financeiro,MEI,9034,1088933,2024-03-10,Ana Silva,4
CLI-01037,Cliente 1037,00.100.010/0001-00,Papaya,Contabilidade,N/A,MEI,3046,1673026,2023-08-15,Maria Santos,10
CLI-01038,Cliente 1038,00.100.010/0001-00,Zov,Legalização,N/A,Simples Nacional,3666,3011976,2024-01-23,Ana Silva,0
CLI-01039,Cliente 1039,00.100.010/0001-00,Mdias,BPO Financeiro,Legalização,MEI,2747,2067911,2022-03-11,Ana Silva,9
CLI-01040,Cliente 1040,00.100.010/0001-00,Zov,Certificado Digital,Legalização,Lucro Presumido,2325,2513270,2023-09-23,Ana Silva,3
CLI-01041,Cliente 1041,00.100.010/0001-00,Mdias,BPO RH,N/A,MEI,7075,345537,2024-12-13,João Silva,7
CLI-01042,Cliente 1042,00.100.010/0001-00,Papaya,BPO RH,N/A,N/A,2366,5351720,2022-10-25,Maria Santos,6
CLI-01043,Cliente 1043,00.100.010/0001-00,Papaya,BPO Financeiro,Certificado Digital,Lucro Real,1883,632848,2022-11-05,Maria Santos,6
CLI-01044,Cliente 1044,00.100.010/0001-00,Mdias,Legalização,N/A,Lucro Presumido,3953,2178235,2024-02-27,Carlos Souza,4
CLI-01045,Cliente 1045,00.100.010/0001-00,Zov,Contabilidade,BPO Financeiro,MEI,5901,5593921,2024-08-25,Ana Silva,4
CLI-01046,Cliente 1046,00.100.010/0001-00,Papaya,Contabilidade,BPO Financeiro,Lucro Presumido,6866,7234134,2024-08-03,Ana Silva,4
CLI-01047,Cliente 1047,00.100.010/0001-00,Zov,BPO Financeiro,N/A,N/A,722,7504772,2023-06-12,João Silva,1
CLI-01048,Cliente 1048,00.100.010/0001-00,Papaya,Certificado Digital,BPO Financeiro,Lucro Real,1533,6357980,2022-11-03,Ana Silva,7
CLI-01049,Cliente 1049,00.100.010/0001-00,Papaya,Legalização,N/A,MEI,985,5638585,2024-04-20,Ana Silva,1
CLI-01050,Cliente 1050,00.100.010/0001-00,Zov,BPO RH,BPO Financeiro,Lucro Presumido,4926,597578,2023-11-08,Maria Santos,8
CLI-01051,Cliente 1051,00.100.010/0001-00,Zov,BPO RH,N/A,MEI,1251,7664599,2024-03-02,João Silva,1
CLI-01052,Cliente 1052,00.100.010/0001-00,Papaya,BPO RH,N/A,N/A,3674,5487126,2023-06-01,Ana Silva,2
CLI-01053,Cliente 1053,00.100.010/0001-00,Papaya,Legalização,BPO RH,Lucro Presumido,6738,479368,2022-07-07,Carlos Souza,4
CLI-01054,Cliente 1054,00.100.010/0001-00,Mdias,Contabilidade,N/A,Lucro Real,1347,5319244,2022-04-18,Carlos Souza,2
CLI-01055,Cliente 1055,00.100.010/0001-00,Mdias,Contabilidade,N/A,Lucro Presumido,4265,5417512,2022-06-26,João Silva,2
CLI-01056,Cliente 1056,00.100.010/0001-00,Mdias,BPO Financeiro,N/A,Simples Nacional,6279,457599,2024-09-12,Ana Silva,6
CLI-01057,Cliente 1057,00.100.010/0001-00,Zov,BPO RH,N/A,Lucro Real,8341,3587059,2024-06-27,João Silva,0
CLI-01058,Cliente 1058,00.100.010/0001-00,Zov,BPO Financeiro,BPO RH,MEI,418,1914251,2022-06-08,João Silva,3
CLI-01059,Cliente 1059,00.100.010/0001-00,Papaya,Contabilidade,N/A,MEI,9017,2295703,2022-07-02,Carlos Souza,5
CLI-01060,Cliente 1060,00.100.010/0001-00,Papaya,BPO RH,Certificado Digital,Lucro Presumido,9191,1151944,2022-12-08,Maria Santos,8
CLI-01061,Cliente 1061,00.100.010/0001-00,Zov,Certificado Digital,BPO RH,Lucro Presumido,7042,488545,2024-09-27,Maria Santos,10
CLI-01062,Cliente 1062,00.100.010/0001-00,Zov,BPO Financeiro,N/A,N/A,2095,4296440,2024-08-02,Carlos Souza,5
CLI-01063,Cliente 1063,00.100.010/0001-00,Zov,Contabilidade,N/A,Lucro Presumido,3429,3472265,2022-09-08,Ana Silva,8
CLI-01064,Cliente 1064,00.100.010/0001-00,Mdias,Contabilidade,N/A,N/A,6118,6782443,2023-08-22,Ana Silva,2
CLI-01065,Cliente 1065,00.100.010/0001-00,Mdias,Certificado Digital,N/A,Lucro Real,1753,4118022,2024-12-25,João Silva,8
CLI-01066,Cliente 1066,00.100.010/0001-00,Mdias,Contabilidade,N/A,MEI,6344,7342634,2024-02-16,Ana Silva,8
CLI-01067,Cliente 1067,00.100.010/0001-00,Zov,BPO RH,N/A,N/A,6403,1968671,2024-09-01,Carlos Souza,1
CLI-01068,Cliente 1068,00.100.010/0001-00,Papaya,Legalização,Contabilidade,N/A,2458,3161357,2024-06-16,Carlos Souza,3
CLI-01069,Cliente 1069,00.100.010/0001-00,Zov,Legalização,Certificado Digital,N/A,3821,2919014,2024-08-19,Ana Silva,2
CLI-01070,Cliente 1070,00.100.010/0001-00,Mdias,Certificado Digital,N/A,Lucro Real,2786,6894428,2024-10-08,Carlos Souza,6
CLI-01071,Cliente 1071,00.100.010/0001-00,Zov,BPO Financeiro,N/A,N/A,4787,384406,2024-05-22,Ana Silva,7
CLI-01072,Cliente 1072,00.100.010/0001-00,Papaya,BPO Financeiro,N/A,Simples Nacional,7984,3226051,2023-10-14,Maria Santos,9
CLI-01073,Cliente 1073,00.100.010/0001-00,Zov,BPO Financeiro,N/A,N/A,2340,2770966,2024-10-02,João Silva,9
CLI-01074,Cliente 1074,00.100.010/0001-00,Papaya,BPO Financeiro,Legalização,Lucro Real,1507,530495,2022-08-21,Maria Santos,8
CLI-01075,Cliente 1075,00.100.010/0001-00,Zov,Legalização,BPO Financeiro,N/A,1452,3130022,2022-11-27,João Silva,7
CLI-01076,Cliente 1076,00.100.010/0001-00,Mdias,BPO Financeiro,N/A,MEI,9324,806018,2024-03-13,Ana Silva,6
CLI-01077,Cliente 1077,00.100.010/0001-00,Papaya,BPO Financeiro,Legalização,MEI,3409,5380616,2023-09-04,Maria Santos,10
CLI-01078,Cliente 1078,00.100.010/0001-00,Mdias,BPO Financeiro,N/A,Simples Nacional,7431,2464039,2022-04-02,Maria Santos,3
CLI-01079,Cliente 1079,00.100.010/0001-00,Papaya,Legalização,Certificado Digital,Lucro Real,2684,6765566,2022-01-25,Ana Silva,7
CLI-01080,Cliente 1080,00.100.010/0001-00,Mdias,Contabilidade,N/A,N/A,2928,6449261,2024-03-09,João Silva,9
CLI-01081,Cliente 1081,00.100.010/0001-00,Mdias,BPO RH,N/A,Lucro Real,5354,462607,2024-06-27,Ana Silva,2
CLI-01082,Cliente 1082,00.100.010/0001-00,Papaya,Legalização,BPO Financeiro,Lucro Presumido,3024,6694652,2022-08-09,Ana Silva,7
CLI-01083,Cliente 1083,00.100.010/0001-00,Zov,BPO Financeiro,BPO RH,MEI,6873,4457687,2023-07-28,Ana Silva,4
CLI-01084,Cliente 1084,00.100.010/0001-00,Mdias,Legalização,Certificado Digital,Lucro Presumido,1513,3429085,2024-04-11,Ana Silva,1
CLI-01085,Cliente 1085,00.100.010/0001-00,Zov,Contabilidade,Legalização,Simples Nacional,3192,7603146,2023-04-21,Carlos Souza,0
CLI-01086,Cliente 1086,00.100.010/0001-00,Zov,Certificado Digital,BPO Financeiro,Lucro Presumido,3576,2890215,2023-06-26,Ana Silva,1
CLI-01087,Cliente 1087,00.100.010/0001-00,Mdias,BPO RH,N/A,N/A,8745,3383179,2023-02-06,Ana Silva,6
CLI-01088,Cliente 1088,00.100.010/0001-00,Zov,BPO RH,Legalização,Simples Nacional,1088,1411966,2024-09-22,Carlos Souza,4
CLI-01089,Cliente 1089,00.100.010/0001-00,Papaya,BPO Financeiro,Legalização,N/A,3845,3499125,2024-12-23,Carlos Souza,9
CLI-01090,Cliente 1090,00.100.010/0001-00,Zov,Legalização,N/A,N/A,4421,3916283,2022-10-20,Maria Santos,3
CLI-01091,Cliente 1091,00.100.010/0001-00,Zov,Contabilidade,BPO Financeiro,Lucro Presumido,7085,7600201,2024-09-04,Ana Silva,2
CLI-01092,Cliente 1092,00.100.010/0001-00,Zov,BPO RH,Certificado Digital,MEI,5491,3782182,2022-04-04,João Silva,8
CLI-01093,Cliente 1093,00.100.010/0001-00,Zov,Certificado Digital,N/A,Lucro Real,8566,6675706,2022-02-13,Ana Silva,0
CLI-01094,Cliente 1094,00.100.010/0001-00,Zov,Certificado Digital,N/A,Simples Nacional,5264,4358196,2024-05-19,João Silva,6
CLI-01095,Cliente 1095,00.100.010/0001-00,Zov,Contabilidade,N/A,N/A,1794,1896485,2023-04-08,Carlos Souza,2
CLI-01096,Cliente 1096,00.100.010/0001-00,Zov,Certificado Digital,BPO RH,Lucro Real,6806,1229541,2023-11-26,João Silva,6
CLI-01097,Cliente 1097,00.100.010/0001-00,Zov,BPO RH,Legalização,N/A,4392,7976046,2022-01-11,Ana Silva,0
CLI-01098,Cliente 1098,00.100.010/0001-00,Papaya,BPO Financeiro,N/A,Lucro Real,2403,7941638,2022-08-17,Maria Santos,1
CLI-01099,Cliente 1099,00.100.010/0001-00,Mdias,BPO Financeiro,N/A,MEI,8134,1163113,2022-03-14,Ana Silva,7
CLI-01100,Cliente 1100,00.100.011/0001-00,Papaya,BPO Financeiro,N/A,MEI,5215,1778799,2022-03-18,Carlos Souza,1
CLI-01101,Cliente 1101,00.100.011/0001-00,Papaya,Certificado Digital,Legalização,Lucro Real,859,751062,2023-05-14,Carlos Souza,8
CLI-01102,Cliente 1102,00.100.011/0001-00,Mdias,BPO RH,N/A,Lucro Presumido,3095,7814866,2022-04-18,Maria Santos,3
CLI-01103,Cliente 1103,00.100.011/0001-00,Zov,Contabilidade,BPO RH,Lucro Presumido,1637,7068593,2023-05-12,João Silva,9
CLI-01104,Cliente 1104,00.100.011/0001-00,Zov,Legalização,N/A,N/A,4640,4740258,2024-04-28,João Silva,8
CLI-01105,Cliente 1105,00.100.011/0001-00,Mdias,BPO Financeiro,N/A,Lucro Presumido,9318,6339307,2022-02-13,Ana Silva,2
CLI-01106,Cliente 1106,00.100.011/0001-00,Papaya,Contabilidade,Certificado Digital,Lucro Real,7217,5867128,2024-02-20,Carlos Souza,9
CLI-01107,Cliente 1107,00.100.011/0001-00,Zov,Legalização,BPO Financeiro,MEI,2391,983457,2024-01-19,Carlos Souza,2
CLI-01108,Cliente 1108,00.100.011/0001-00,Zov,Legalização,Certificado Digital,MEI,8277,2733747,2022-05-24,João Silva,7
CLI-01109,Cliente 1109,00.100.011/0001-00,Papaya,Legalização,N/A,MEI,7314,1457480,2024-07-12,Maria Santos,3
CLI-01110,Cliente 1110,00.100.011/0001-00,Mdias,Legalização,Contabilidade,N/A,2106,6943571,2024-02-26,Carlos Souza,8
CLI-01111,Cliente 1111,00.100.011/0001-00,Papaya,Legalização,N/A,Simples Nacional,1416,2514637,2024-11-25,Ana Silva,3
CLI-01112,Cliente 1112,00.100.011/0001-00,Zov,Legalização,Certificado Digital,Simples Nacional,4978,7995425,2022-03-27,Carlos Souza,7
CLI-01113,Cliente 1113,00.100.011/0001-00,Zov,BPO RH,N/A,Lucro Presumido,8751,1816674,2023-09-01,Ana Silva,4
CLI-01114,Cliente 1114,00.100.011/0001-00,Papaya,BPO RH,N/A,N/A,4968,509127,2022-04-04,Ana Silva,5
CLI-01115,Cliente 1115,00.100.011/0001-00,Papaya,BPO RH,N/A,N/A,5888,5278943,2024-12-11,Maria Santos,10
CLI-01116,Cliente 1116,00.100.011/0001-00,Mdias,Certificado Digital,N/A,N/A,9298,656831,2022-06-21,Maria Santos,9
CLI-01117,Cliente 1117,00.100.011/0001-00,Mdias,Contabilidade,N/A,Lucro Real,3039,3143196,2023-12-04,Carlos Souza,2
CLI-01118,Cliente 1118,00.100.011/0001-00,Zov,Legalização,BPO Financeiro,MEI,4725,7646515,2022-06-27,Maria Santos,5
CLI-01119,Cliente 1119,00.100.011/0001-00,Papaya,BPO Financeiro,Contabilidade,N/A,8940,5341143,2023-07-24,Maria Santos,7
CLI-01120,Cliente 1120,00.100.011/0001-00,Papaya,Legalização,N/A,N/A,5168,4844524,2022-10-07,Ana Silva,8
CLI-01121,Cliente 1121,00.100.011/0001-00,Papaya,BPO RH,N/A,MEI,2334,5484669,2022-01-19,João Silva,9
CLI-01122,Cliente 1122,00.100.011/0001-00,Zov,Legalização,N/A,Simples Nacional,8671,5982398,2023-08-27,João Silva,3
CLI-01123,Cliente 1123,00.100.011/0001-00,Papaya,BPO RH,N/A,N/A,9168,185642,2022-02-24,Maria Santos,1
CLI-01124,Cliente 1124,00.100.011/0001-00,Zov,BPO RH,Legalização,Lucro Presumido,873,6291244,2024-04-09,João Silva,1
CLI-01125,Cliente 1125,00.100.011/0001-00,Papaya,Contabilidade,N/A,Lucro Real,2689,5466191,2023-08-12,João Silva,6
CLI-01126,Cliente 1126,00.100.011/0001-00,Papaya,Certificado Digital,Legalização,MEI,461,5650102,2022-09-06,Maria Santos,6
CLI-01127,Cliente 1127,00.100.011/0001-00,Mdias,Certificado Digital,N/A,MEI,3438,915494,2024-08-28,Maria Santos,0
CLI-01128,Cliente 1128,00.100.011/0001-00,Papaya,Certificado Digital,N/A,Lucro Real,3432,2591185,2024-05-20,Carlos Souza,9
CLI-01129,Cliente 1129,00.100.011/0001-00,Zov,BPO RH,N/A,Lucro Presumido,6788,6639604,2023-10-01,João Silva,8
CLI-01130,Cliente 1130,00.100.011/0001-00,Papaya,Certificado Digital,N/A,MEI,5432,6907116,2024-01-15,Maria Santos,4
CLI-01131,Cliente 1131,00.100.011/0001-00,Papaya,Contabilidade,Certificado Digital,Lucro Presumido,724,7352867,2022-03-14,Carlos Souza,9
CLI-01132,Cliente 1132,00.100.011/0001-00,Mdias,Legalização,N/A,Simples Nacional,3391,4627350,2023-02-13,Carlos Souza,7
CLI-01133,Cliente 1133,00.100.011/0001-00,Papaya,BPO Financeiro,Certificado Digital,N/A,2387,5012384,2022-10-10,Maria Santos,1
CLI-01134,Cliente 1134,00.100.011/0001-00,Mdias,Contabilidade,BPO Financeiro,N/A,4045,4160834,2024-11-25,João Silva,2
CLI-01135,Cliente 1135,00.100.011/0001-00,Papaya,Legalização,N/A,Simples Nacional,8432,3186498,2022-12-26,João Silva,5
CLI-01136,Cliente 1136,00.100.011/0001-00,Papaya,BPO Financeiro,N/A,N/A,5301,2389395,2022-12-21,Ana Silva,2
CLI-01137,Cliente 1137,00.100.011/0001-00,Papaya,Legalização,Certificado Digital,MEI,4225,7164927,2022-06-04,Carlos Souza,7
CLI-01138,Cliente 1138,00.100.011/0001-00,Zov,Certificado Digital,N/A,Lucro Real,7446,5286620,2022-01-28,Maria Santos,0
CLI-01139,Cliente 1139,00.100.011/0001-00,Mdias,Contabilidade,N/A,N/A,2957,7047390,2024-08-21,João Silva,9
CLI-01140,Cliente 1140,00.100.011/0001-00,Mdias,BPO RH,N/A,Simples Nacional,6668,4208227,2023-01-19,Ana Silva,7
CLI-01141,Cliente 1141,00.100.011/0001-00,Zov,Legalização,N/A,Lucro Presumido,7701,4353766,2023-11-23,João Silva,8
CLI-01142,Cliente 1142,00.100.011/0001-00,Mdias,Legalização,N/A,N/A,1464,287166,2023-06-06,Carlos Souza,1
CLI-01143,Cliente 1143,00.100.011/0001-00,Zov,Legalização,BPO Financeiro,MEI,6138,721468,2024-04-18,Ana Silva,6
CLI-01144,Cliente 1144,00.100.011/0001-00,Mdias,BPO Financeiro,Contabilidade,Simples Nacional,4807,5356866,2024-12-04,Maria Santos,3
CLI-01145,Cliente 1145,00.100.011/0001-00,Mdias,Contabilidade,BPO RH,N/A,4464,2967056,2023-02-06,Ana Silva,8
CLI-01146,Cliente 1146,00.100.011/0001-00,Papaya,Legalização,N/A,N/A,3585,7448375,2024-03-09,Maria Santos,5
CLI-01147,Cliente 1147,00.100.011/0001-00,Papaya,Contabilidade,N/A,N/A,1737,3822470,2024-07-23,Carlos Souza,3
CLI-01148,Cliente 1148,00.100.011/0001-00,Mdias,Legalização,N/A,MEI,6133,4717415,2022-06-26,Ana Silva,5
CLI-01149,Cliente 1149,00.100.011/0001-00,Papaya,Legalização,N/A,N/A,1003,2738966,2024-11-27,Maria Santos,2
CLI-01150,Cliente 1150,00.100.011/0001-00,Papaya,Contabilidade,N/A,N/A,4153,2668196,2022-02-19,Ana Silva,7
CLI-01151,Cliente 1151,00.100.011/0001-00,Zov,BPO RH,N/A,Lucro Real,8146,4225883,2022-10-28,Carlos Souza,10
CLI-01152,Cliente 1152,00.100.011/0001-00,Papaya,Contabilidade,Certificado Digital,Simples Nacional,5428,4316139,2023-07-21,Ana Silva,7
CLI-01153,Cliente 1153,00.100.011/0001-00,Zov,BPO Financeiro,N/A,Lucro Real,8057,1310723,2024-04-05,Carlos Souza,5
CLI-01154,Cliente 1154,00.100.011/0001-00,Zov,Contabilidade,BPO Financeiro,Simples Nacional,6538,4567382,2023-01-21,João Silva,5
CLI-01155,Cliente 1155,00.100.011/0001-00,Mdias,Certificado Digital,N/A,Lucro Presumido,7748,7383342,2024-12-24,João Silva,9
CLI-01156,Cliente 1156,00.100.011/0001-00,Papaya,BPO RH,N/A,Simples Nacional,4841,2325385,2024-01-05,Ana Silva,3
CLI-01157,Cliente 1157,00.100.011/0001-00,Zov,BPO Financeiro,Contabilidade,Simples Nacional,4590,7036741,2022-09-24,João Silva,3
CLI-01158,Cliente 1158,00.100.011/0001-00,Papaya,Legalização,Certificado Digital,N/A,4310,5444565,2022-02-14,Maria Santos,1
CLI-01159,Cliente 1159,00.100.011/0001-00,Papaya,Legalização,BPO RH,Lucro Presumido,3499,4220432,2022-02-05,Ana Silva,8
CLI-01160,Cliente 1160,00.100.011/0001-00,Zov,BPO Financeiro,N/A,Lucro Real,2809,2652045,2023-08-11,João Silva,7
CLI-01161,Cliente 1161,00.100.011/0001-00,Mdias,Certificado Digital,N/A,Lucro Real,3513,5945936,2022-05-19,Maria Santos,1
CLI-01162,Cliente 1162,00.100.011/0001-00,Mdias,Certificado Digital,N/A,Lucro Real,7477,940144,2024-06-10,Ana Silva,1
CLI-01163,Cliente 1163,00.100.011/0001-00,Papaya,BPO RH,N/A,MEI,2551,3187421,2022-03-09,Maria Santos,9
CLI-01164,Cliente 1164,00.100.011/0001-00,Zov,BPO Financeiro,N/A,Lucro Real,4524,998982,2024-11-21,Maria Santos,6
CLI-01165,Cliente 1165,00.100.011/0001-00,Papaya,BPO Financeiro,BPO RH,Lucro Real,5217,2824938,2023-04-25,Maria Santos,9
CLI-01166,Cliente 1166,00.100.011/0001-00,Zov,Contabilidade,N/A,Simples Nacional,8364,3263385,2023-12-13,Ana Silva,4
CLI-01167,Cliente 1167,00.100.011/0001-00,Zov,BPO Financeiro,N/A,MEI,7865,4960757,2022-05-03,Ana Silva,8
CLI-01168,Cliente 1168,00.100.011/0001-00,Mdias,Certificado Digital,Contabilidade,MEI,9181,4678987,2024-04-09,Maria Santos,4
CLI-01169,Cliente 1169,00.100.011/0001-00,Zov,Contabilidade,Certificado Digital,Lucro Presumido,6287,6457130,2022-10-10,Carlos Souza,2
CLI-01170,Cliente 1170,00.100.011/0001-00,Papaya,BPO RH,Contabilidade,Lucro Real,5324,5800111,2022-06-08,Ana Silva,6
CLI-01171,Cliente 1171,00.100.011/0001-00,Zov,Certificado Digital,N/A,N/A,943,4418232,2023-08-08,Ana Silva,7
CLI-01172,Cliente 1172,00.100.011/0001-00,Mdias,Legalização,N/A,N/A,3414,5618841,2024-05-13,Carlos Souza,4
CLI-01173,Cliente 1173,00.100.011/0001-00,Mdias,BPO RH,N/A,Lucro Presumido,957,4033186,2023-12-18,Ana Silva,6
CLI-01174,Cliente 1174,00.100.011/0001-00,Papaya,Certificado Digital,N/A,Simples Nacional,1195,767606,2023-12-14,Ana Silva,5
CLI-01175,Cliente 1175,00.100.011/0001-00,Zov,BPO Financeiro,N/A,Simples Nacional,2349,470000,2022-06-19,Ana Silva,3
CLI-01176,Cliente 1176,00.100.011/0001-00,Mdias,BPO RH,N/A,Lucro Real,1726,1694820,2024-10-28,Carlos Souza,4
CLI-01177,Cliente 1177,00.100.011/0001-00,Papaya,Legalização,Contabilidade,Lucro Presumido,9318,881816,2024-08-18,João Silva,6
CLI-01178,Cliente 1178,00.100.011/0001-00,Papaya,Certificado Digital,Contabilidade,N/A,7089,6286304,2022-02-15,João Silva,9
CLI-01179,Cliente 1179,00.100.011/0001-00,Papaya,BPO Financeiro,Certificado Digital,Lucro Presumido,2672,2864888,2024-09-28,Carlos Souza,8
CLI-01180,Cliente 1180,00.100.011/0001-00,Papaya,Legalização,N/A,N/A,3425,4755320,2024-07-10,Carlos Souza,9
CLI-01181,Cliente 1181,00.100.011/0001-00,Zov,Legalização,BPO Financeiro,Lucro Presumido,4988,5164916,2024-09-21,Carlos Souza,6
CLI-01182,Cliente 1182,00.100.011/0001-00,Mdias,BPO RH,Contabilidade,N/A,4957,627749,2022-11-28,João Silva,8
CLI-01183,Cliente 1183,00.100.011/0001-00,Zov,Certificado Digital,N/A,Simples Nacional,9246,641674,2023-11-01,João Silva,7
CLI-01184,Cliente 1184,00.100.011/0001-00,Mdias,BPO Financeiro,N/A,Simples Nacional,731,1676038,2022-04-09,Carlos Souza,9
CLI-01185,Cliente 1185,00.100.011/0001-00,Zov,Contabilidade,N/A,MEI,7414,1810984,2024-02-15,João Silva,9
CLI-01186,Cliente 1186,00.100.011/0001-00,Mdias,BPO RH,N/A,Lucro Presumido,1095,1936874,2022-06-08,Maria Santos,2
CLI-01187,Cliente 1187,00.100.011/0001-00,Mdias,Contabilidade,N/A,MEI,9207,2763421,2022-07-15,Carlos Souza,4
CLI-01188,Cliente 1188,00.100.011/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,4646,7696122,2023-08-26,Carlos Souza,8
CLI-01189,Cliente 1189,00.100.011/0001-00,Zov,Certificado Digital,Legalização,Simples Nacional,7720,5336376,2024-02-22,Ana Silva,2
CLI-01190,Cliente 1190,00.100.011/0001-00,Zov,Certificado Digital,N/A,Simples Nacional,3813,747052,2022-02-20,Maria Santos,3
CLI-01191,Cliente 1191,00.100.011/0001-00,Zov,Legalização,BPO Financeiro,N/A,2707,6451904,2023-07-12,Maria Santos,8
CLI-01192,Cliente 1192,00.100.011/0001-00,Zov,Legalização,N/A,MEI,8873,7936261,2022-03-16,Maria Santos,7
CLI-01193,Cliente 1193,00.100.011/0001-00,Mdias,Legalização,N/A,Simples Nacional,2994,108148,2022-10-23,João Silva,7
CLI-01194,Cliente 1194,00.100.011/0001-00,Zov,Certificado Digital,Contabilidade,Simples Nacional,5986,1297313,2023-11-02,João Silva,7
CLI-01195,Cliente 1195,00.100.011/0001-00,Zov,Contabilidade,N/A,Simples Nacional,8922,4067458,2023-07-23,Maria Santos,5
CLI-01196,Cliente 1196,00.100.011/0001-00,Zov,Certificado Digital,N/A,MEI,5217,4464184,2023-07-19,João Silva,6
CLI-01197,Cliente 1197,00.100.011/0001-00,Mdias,BPO Financeiro,N/A,MEI,3702,5763241,2023-12-16,Ana Silva,6
CLI-01198,Cliente 1198,00.100.011/0001-00,Mdias,Certificado Digital,Legalização,MEI,3126,1362368,2022-05-22,Maria Santos,9
