data_captacao,nome,origem,status,vendedor_atribuido
2024-10-15,Lead 1388,LinkedIn - BPO,Convertido,Carlos Souza
2024-02-15,Lead 1389,Evento - Workshop,Convertido,N/A
2024-03-11,Lead 1390,LinkedIn - BPO,Em contato,Ana Silva
2024-04-22,Lead 1391,Orgânico - SEO,Em contato,Ana Silva
2024-07-12,Lead 1392,Instagram - Conteúdo,Convertido,Ana Silva
2024-09-27,Lead 1393,Google Ads - Contabilidade PME,Convertido,N/A
2024-07-21,Lead 1394,Google Ads - Contabilidade PME,Em contato,N/A
2024-12-23,Lead 1395,Google Ads - Contabilidade PME,Em contato,N/A
2024-10-21,Lead 1396,Orgânico - SEO,Qualificado,Ana Silva
2024-04-10,Lead 1397,Orgânico - SEO,Desqualificado,Ana Silva
2024-12-01,Lead 1398,Instagram - Conteúdo,Qualificado,N/A
2024-08-27,Lead 1399,Evento - Workshop,Desqualificado,Ana Silva
2024-08-22,Lead 1400,Instagram - Conteúdo,Em contato,Carlos Souza
2024-07-20,Lead 1401,LinkedIn - BPO,Convertido,N/A
2024-12-20,Lead 1402,Google Ads - Contabilidade PME,Novo,N/A
2024-05-23,Lead 1403,Orgânico - SEO,Convertido,Carlos Souza
2024-09-04,Lead 1404,Evento - Workshop,Convertido,N/A
2024-06-14,Lead 1405,Orgânico - SEO,Em contato,Ana Silva
2024-05-07,Lead 1406,Evento - Workshop,Novo,Ana Silva
2024-06-04,Lead 1407,Instagram - Conteúdo,Convertido,Ana Silva
2024-12-02,Lead 1408,Evento - Workshop,Qualificado,N/A
2024-01-24,Lead 1409,Google Ads - Contabilidade PME,Convertido,N/A
2024-03-03,Lead 1410,Evento - Workshop,Novo,Ana Silva
2024-03-04,Lead 1411,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-08-11,Lead 1412,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-11-05,Lead 1413,Instagram - Conteúdo,Em contato,Ana Silva
2024-03-24,Lead 1414,Evento - Workshop,Em contato,Carlos Souza
2024-06-25,Lead 1415,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-08-05,Lead 1416,Google Ads - Contabilidade PME,Qualificado,N/A
2024-05-07,Lead 1417,LinkedIn - BPO,Convertido,Ana Silva
2024-10-04,Lead 1418,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-10-13,Lead 1419,Google Ads - Contabilidade PME,Qualificado,N/A
2024-06-16,Lead 1420,Evento - Workshop,Convertido,N/A
2024-09-04,Lead 1421,LinkedIn - BPO,Em contato,Carlos Souza
2024-02-01,Lead 1422,LinkedIn - BPO,Novo,Ana Silva
2024-11-12,Lead 1423,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-03-06,Lead 1424,Evento - Workshop,Convertido,N/A
2024-01-26,Lead 1425,Evento - Workshop,Em contato,Ana Silva
2024-07-13,Lead 1426,LinkedIn - BPO,Convertido,Carlos Souza
2024-01-12,Lead 1427,Instagram - Conteúdo,Convertido,Ana Silva
2024-05-16,Lead 1428,Instagram - Conteúdo,Qualificado,N/A
2024-01-28,Lead 1429,LinkedIn - BPO,Novo,N/A
2024-12-11,Lead 1430,Instagram - Conteúdo,Em contato,N/A
2024-10-23,Lead 1431,Evento - Workshop,Convertido,Ana Silva
2024-07-24,Lead 1432,Evento - Workshop,Convertido,N/A
2024-11-09,Lead 1433,Instagram - Conteúdo,Novo,N/A
2024-04-21,Lead 1434,Google Ads - Contabilidade PME,Convertido,N/A
2024-04-16,Lead 1435,Orgânico - SEO,Desqualificado,N/A
2024-08-10,Lead 1436,Instagram - Conteúdo,Qualificado,Ana Silva
2024-08-28,Lead 1437,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-05-27,Lead 1438,Orgânico - SEO,Qualificado,Ana Silva
2024-12-16,Lead 1439,Instagram - Conteúdo,Novo,N/A
2024-12-04,Lead 1440,LinkedIn - BPO,Convertido,N/A
2024-05-10,Lead 1441,Orgânico - SEO,Qualificado,N/A
2024-02-06,Lead 1442,LinkedIn - BPO,Desqualificado,Ana Silva
2024-01-18,Lead 1443,LinkedIn - BPO,Convertido,N/A
2024-04-03,Lead 1444,Instagram - Conteúdo,Convertido,Carlos Souza
2024-08-20,Lead 1445,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-04-04,Lead 1446,Orgânico - SEO,Em contato,N/A
2024-07-20,Lead 1447,LinkedIn - BPO,Novo,Ana Silva
2024-10-08,Lead 1448,LinkedIn - BPO,Desqualificado,Ana Silva
2024-11-20,Lead 1449,Evento - Workshop,Novo,N/A
2024-08-21,Lead 1450,Instagram - Conteúdo,Em contato,Ana Silva
2024-06-16,Lead 1451,Evento - Workshop,Desqualificado,Ana Silva
2024-02-27,Lead 1452,Instagram - Conteúdo,Qualificado,N/A
2024-08-23,Lead 1453,LinkedIn - BPO,Novo,Carlos Souza
2024-09-10,Lead 1454,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-01-15,Lead 1455,Evento - Workshop,Em contato,Ana Silva
2024-02-03,Lead 1456,Evento - Workshop,Novo,N/A
2024-08-03,Lead 1457,Orgânico - SEO,Em contato,Ana Silva
2024-11-04,Lead 1458,Evento - Workshop,Novo,N/A
2024-10-25,Lead 1459,Instagram - Conteúdo,Desqualificado,N/A
2024-05-28,Lead 1460,Evento - Workshop,Desqualificado,N/A
2024-07-21,Lead 1461,Orgânico - SEO,Qualificado,Ana Silva
2024-05-12,Lead 1462,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-04-26,Lead 1463,Orgânico - SEO,Desqualificado,N/A
2024-09-16,Lead 1464,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-02-17,Lead 1465,Google Ads - Contabilidade PME,Novo,N/A
2024-08-22,Lead 1466,LinkedIn - BPO,Qualificado,Carlos Souza
2024-05-25,Lead 1467,Orgânico - SEO,Em contato,N/A
2024-01-10,Lead 1468,Instagram - Conteúdo,Novo,N/A
2024-12-26,Lead 1469,Orgânico - SEO,Em contato,Ana Silva
2024-08-26,Lead 1470,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-12-02,Lead 1471,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-02-22,Lead 1472,Orgânico - SEO,Convertido,N/A
2024-01-05,Lead 1473,Instagram - Conteúdo,Convertido,N/A
2024-03-14,Lead 1474,Evento - Workshop,Qualificado,Ana Silva
2024-12-03,Lead 1475,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-05-27,Lead 1476,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-10-07,Lead 1477,Instagram - Conteúdo,Desqualificado,N/A
2024-02-09,Lead 1478,Instagram - Conteúdo,Convertido,N/A
2024-06-01,Lead 1479,Orgânico - SEO,Desqualificado,Carlos Souza
2024-03-04,Lead 1480,Instagram - Conteúdo,Em contato,N/A
2024-05-25,Lead 1481,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-01-27,Lead 1482,LinkedIn - BPO,Desqualificado,Ana Silva
2024-10-19,Lead 1483,LinkedIn - BPO,Qualificado,Carlos Souza
2024-07-12,Lead 1484,LinkedIn - BPO,Em contato,Ana Silva
2024-01-17,Lead 1485,LinkedIn - BPO,Em contato,Carlos Souza
2024-12-21,Lead 1486,Orgânico - SEO,Qualificado,Ana Silva
2024-02-14,Lead 1487,Evento - Workshop,Qualificado,Carlos Souza
2024-06-25,Lead 1488,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-06-24,Lead 1489,Google Ads - Contabilidade PME,Novo,N/A
2024-11-02,Lead 1490,Google Ads - Contabilidade PME,Qualificado,N/A
2024-02-25,Lead 1491,LinkedIn - BPO,Novo,Carlos Souza
2024-06-03,Lead 1492,Orgânico - SEO,Em contato,N/A
2024-01-12,Lead 1493,Orgânico - SEO,Em contato,Carlos Souza
2024-06-23,Lead 1494,Evento - Workshop,Convertido,N/A
2024-01-16,Lead 1495,LinkedIn - BPO,Novo,N/A
2024-02-03,Lead 1496,Orgânico - SEO,Desqualificado,Carlos Souza
2024-06-13,Lead 1497,Evento - Workshop,Convertido,Ana Silva
2024-07-26,Lead 1498,Evento - Workshop,Em contato,N/A
2024-11-19,Lead 1499,Instagram - Conteúdo,Convertido,N/A
2024-10-21,Lead 1500,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-03-10,Lead 1501,Evento - Workshop,Convertido,Ana Silva
2024-04-08,Lead 1502,Instagram - Conteúdo,Convertido,Carlos Souza
2024-11-16,Lead 1503,LinkedIn - BPO,Convertido,Carlos Souza
2024-04-21,Lead 1504,Evento - Workshop,Qualificado,N/A
2024-09-08,Lead 1505,Evento - Workshop,Em contato,Ana Silva
2024-08-03,Lead 1506,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-04-09,Lead 1507,Orgânico - SEO,Novo,Ana Silva
2024-11-07,Lead 1508,LinkedIn - BPO,Convertido,N/A
2024-09-25,Lead 1509,Orgânico - SEO,Desqualificado,Carlos Souza
2024-07-28,Lead 1510,Orgânico - SEO,Desqualificado,Carlos Souza
2024-11-26,Lead 1511,Orgânico - SEO,Desqualificado,Carlos Souza
2024-12-04,Lead 1512,LinkedIn - BPO,Novo,Carlos Souza
2024-02-16,Lead 1513,LinkedIn - BPO,Em contato,Carlos Souza
2024-08-28,Lead 1514,Orgânico - SEO,Convertido,Ana Silva
2024-08-02,Lead 1515,Evento - Workshop,Convertido,Carlos Souza
2024-06-27,Lead 1516,LinkedIn - BPO,Em contato,Ana Silva
2024-11-05,Lead 1517,Google Ads - Contabilidade PME,Convertido,N/A
2024-12-15,Lead 1518,Evento - Workshop,Convertido,Ana Silva
2024-06-07,Lead 1519,Evento - Workshop,Convertido,Carlos Souza
2024-12-24,Lead 1520,Orgânico - SEO,Novo,Carlos Souza
2024-04-10,Lead 1521,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-01-19,Lead 1522,Orgânico - SEO,Qualificado,N/A
2024-06-24,Lead 1523,Orgânico - SEO,Desqualificado,Carlos Souza
2024-03-22,Lead 1524,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-02-24,Lead 1525,Instagram - Conteúdo,Convertido,N/A
2024-01-22,Lead 1526,Orgânico - SEO,Convertido,Carlos Souza
2024-07-04,Lead 1527,Evento - Workshop,Desqualificado,N/A
2024-03-21,Lead 1528,Instagram - Conteúdo,Convertido,Ana Silva
2024-06-01,Lead 1529,Instagram - Conteúdo,Convertido,N/A
2024-02-02,Lead 1530,Instagram - Conteúdo,Novo,N/A
2024-10-05,Lead 1531,LinkedIn - BPO,Novo,Ana Silva
2024-08-12,Lead 1532,Orgânico - SEO,Em contato,Ana Silva
2024-09-26,Lead 1533,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-07-01,Lead 1534,Instagram - Conteúdo,Em contato,Carlos Souza
2024-09-15,Lead 1535,Instagram - Conteúdo,Em contato,N/A
2024-01-11,Lead 1536,Google Ads - Contabilidade PME,Novo,N/A
2024-10-13,Lead 1537,LinkedIn - BPO,Convertido,Carlos Souza
2024-07-10,Lead 1538,Evento - Workshop,Em contato,Carlos Souza
2024-01-28,Lead 1539,LinkedIn - BPO,Novo,Ana Silva
2024-11-01,Lead 1540,Evento - Workshop,Novo,Ana Silva
2024-09-18,Lead 1541,LinkedIn - BPO,Convertido,N/A
2024-07-09,Lead 1542,Orgânico - SEO,Em contato,Ana Silva
2024-09-19,Lead 1543,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-07-26,Lead 1544,Google Ads - Contabilidade PME,Convertido,N/A
2024-06-21,Lead 1545,Google Ads - Contabilidade PME,Novo,N/A
2024-05-22,Lead 1546,LinkedIn - BPO,Qualificado,Ana Silva
2024-11-13,Lead 1547,Orgânico - SEO,Qualificado,Ana Silva
2024-11-24,Lead 1548,Instagram - Conteúdo,Novo,Carlos Souza
2024-05-17,Lead 1549,Evento - Workshop,Convertido,Ana Silva
2024-03-28,Lead 1550,Instagram - Conteúdo,Em contato,Ana Silva
2024-08-10,Lead 1551,LinkedIn - BPO,Qualificado,Carlos Souza
2024-08-25,Lead 1552,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-09-14,Lead 1553,LinkedIn - BPO,Em contato,Ana Silva
2024-11-18,Lead 1554,Instagram - Conteúdo,Desqualificado,N/A
2024-10-05,Lead 1555,Instagram - Conteúdo,Em contato,Carlos Souza
2024-09-23,Lead 1556,LinkedIn - BPO,Qualificado,N/A
2024-06-24,Lead 1557,LinkedIn - BPO,Em contato,N/A
2024-11-23,Lead 1558,Orgânico - SEO,Desqualificado,N/A
2024-12-07,Lead 1559,LinkedIn - BPO,Novo,N/A
2024-12-22,Lead 1560,LinkedIn - BPO,Convertido,N/A
2024-11-21,Lead 1561,Instagram - Conteúdo,Convertido,Ana Silva
2024-10-19,Lead 1562,Evento - Workshop,Qualificado,Ana Silva
2024-04-03,Lead 1563,Evento - Workshop,Em contato,N/A
2024-09-19,Lead 1564,Orgânico - SEO,Qualificado,Carlos Souza
2024-04-22,Lead 1565,Orgânico - SEO,Em contato,Ana Silva
2024-01-07,Lead 1566,Evento - Workshop,Novo,Ana Silva
2024-03-05,Lead 1567,Orgânico - SEO,Desqualificado,Ana Silva
2024-12-18,Lead 1568,Evento - Workshop,Novo,Carlos Souza
2024-07-08,Lead 1569,LinkedIn - BPO,Em contato,Ana Silva
2024-03-22,Lead 1570,Evento - Workshop,Em contato,N/A
2024-08-19,Lead 1571,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-07-05,Lead 1572,Evento - Workshop,Qualificado,N/A
2024-01-19,Lead 1573,Orgânico - SEO,Novo,N/A
2024-06-23,Lead 1574,LinkedIn - BPO,Novo,N/A
2024-11-18,Lead 1575,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-08-02,Lead 1576,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-04-20,Lead 1577,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-10-28,Lead 1578,Instagram - Conteúdo,Qualificado,N/A
2024-05-28,Lead 1579,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-08-23,Lead 1580,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-09-18,Lead 1581,Instagram - Conteúdo,Qualificado,Ana Silva
2024-04-11,Lead 1582,LinkedIn - BPO,Novo,Carlos Souza
2024-06-02,Lead 1583,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-03-13,Lead 1584,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-02-26,Lead 1585,Orgânico - SEO,Desqualificado,Ana Silva
2024-11-25,Lead 1586,LinkedIn - BPO,Novo,Carlos Souza
2024-04-05,Lead 1587,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-01-20,Lead 1588,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-09-07,Lead 1589,Instagram - Conteúdo,Desqualificado,N/A
2024-05-02,Lead 1590,LinkedIn - BPO,Em contato,N/A
2024-03-16,Lead 1591,LinkedIn - BPO,Desqualificado,N/A
2024-08-20,Lead 1592,Orgânico - SEO,Qualificado,N/A
2024-12-07,Lead 1593,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-09-01,Lead 1594,Evento - Workshop,Desqualificado,N/A
2024-05-14,Lead 1595,Evento - Workshop,Em contato,Ana Silva
2024-12-01,Lead 1596,Orgânico - SEO,Desqualificado,N/A
2024-07-17,Lead 1597,Orgânico - SEO,Em contato,Ana Silva
2024-07-24,Lead 1598,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-08-09,Lead 1599,Evento - Workshop,Em contato,Carlos Souza
2024-05-01,Lead 1600,Evento - Workshop,Novo,Ana Silva
2024-01-01,Lead 1601,Instagram - Conteúdo,Novo,N/A
2024-01-03,Lead 1602,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-11-24,Lead 1603,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-04-11,Lead 1604,Instagram - Conteúdo,Qualificado,Ana Silva
2024-03-01,Lead 1605,Google Ads - Contabilidade PME,Qualificado,N/A
2024-11-17,Lead 1606,Evento - Workshop,Em contato,N/A
2024-11-11,Lead 1607,LinkedIn - BPO,Novo,Carlos Souza
2024-07-10,Lead 1608,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-07-02,Lead 1609,Orgânico - SEO,Convertido,Carlos Souza
2024-02-28,Lead 1610,LinkedIn - BPO,Novo,Carlos Souza
2024-10-05,Lead 1611,Orgânico - SEO,Em contato,N/A
2024-04-22,Lead 1612,Instagram - Conteúdo,Novo,Ana Silva
2024-03-11,Lead 1613,Evento - Workshop,Convertido,N/A
2024-04-26,Lead 1614,Orgânico - SEO,Novo,Ana Silva
2024-01-09,Lead 1615,Evento - Workshop,Desqualificado,Ana Silva
2024-03-17,Lead 1616,Google Ads - Contabilidade PME,Qualificado,N/A
2024-09-03,Lead 1617,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-07-14,Lead 1618,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-12-27,Lead 1619,Instagram - Conteúdo,Novo,N/A
2024-03-24,Lead 1620,Instagram - Conteúdo,Desqualificado,N/A
2024-06-26,Lead 1621,Orgânico - SEO,Desqualificado,N/A
2024-11-26,Lead 1622,Instagram - Conteúdo,Novo,Ana Silva
2024-12-27,Lead 1623,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-10-27,Lead 1624,LinkedIn - BPO,Novo,N/A
2024-04-13,Lead 1625,LinkedIn - BPO,Em contato,Ana Silva
2024-05-03,Lead 1626,Orgânico - SEO,Novo,N/A
2024-01-22,Lead 1627,Evento - Workshop,Em contato,Ana Silva
2024-11-13,Lead 1628,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-07-15,Lead 1629,Orgânico - SEO,Novo,Carlos Souza
2024-03-23,Lead 1630,Orgânico - SEO,Em contato,Carlos Souza
2024-05-10,Lead 1631,LinkedIn - BPO,Desqualificado,Ana Silva
2024-09-17,Lead 1632,Instagram - Conteúdo,Convertido,Carlos Souza
2024-04-22,Lead 1633,Evento - Workshop,Em contato,Carlos Souza
2024-01-07,Lead 1634,Orgânico - SEO,Convertido,N/A
2024-01-24,Lead 1635,Evento - Workshop,Desqualificado,Carlos Souza
2024-07-06,Lead 1636,Instagram - Conteúdo,Desqualificado,N/A
2024-10-24,Lead 1637,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-09-02,Lead 1638,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-12-15,Lead 1639,Orgânico - SEO,Novo,N/A
2024-11-14,Lead 1640,LinkedIn - BPO,Em contato,Carlos Souza
2024-11-17,Lead 1641,LinkedIn - BPO,Desqualificado,N/A
2024-10-22,Lead 1642,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-11-25,Lead 1643,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-12-03,Lead 1644,Evento - Workshop,Desqualificado,Ana Silva
2024-01-16,Lead 1645,LinkedIn - BPO,Convertido,Carlos Souza
2024-04-22,Lead 1646,Google Ads - Contabilidade PME,Em contato,N/A
2024-07-15,Lead 1647,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-04-28,Lead 1648,Instagram - Conteúdo,Qualificado,N/A
2024-09-07,Lead 1649,Instagram - Conteúdo,Qualificado,Ana Silva
2024-05-20,Lead 1650,LinkedIn - BPO,Desqualificado,Ana Silva
2024-01-18,Lead 1651,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-09-13,Lead 1652,Instagram - Conteúdo,Novo,N/A
2024-09-22,Lead 1653,Evento - Workshop,Novo,Carlos Souza
2024-01-13,Lead 1654,Orgânico - SEO,Em contato,Carlos Souza
2024-08-13,Lead 1655,Instagram - Conteúdo,Desqualificado,N/A
2024-07-05,Lead 1656,Evento - Workshop,Convertido,Ana Silva
2024-09-19,Lead 1657,Evento - Workshop,Convertido,Carlos Souza
2024-12-15,Lead 1658,LinkedIn - BPO,Novo,N/A
2024-03-23,Lead 1659,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-09-03,Lead 1660,Evento - Workshop,Desqualificado,Carlos Souza
2024-11-09,Lead 1661,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-04-01,Lead 1662,Google Ads - Contabilidade PME,Convertido,N/A
2024-12-12,Lead 1663,Instagram - Conteúdo,Novo,N/A
2024-02-01,Lead 1664,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-12-11,Lead 1665,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-09-11,Lead 1666,Evento - Workshop,Qualificado,N/A
2024-10-28,Lead 1667,Evento - Workshop,Convertido,Ana Silva
2024-02-02,Lead 1668,Instagram - Conteúdo,Convertido,Ana Silva
2024-05-07,Lead 1669,Evento - Workshop,Convertido,N/A
2024-12-05,Lead 1670,Orgânico - SEO,Desqualificado,Carlos Souza
2024-01-27,Lead 1671,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-07-11,Lead 1672,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-11-11,Lead 1673,LinkedIn - BPO,Novo,N/A
2024-12-03,Lead 1674,LinkedIn - BPO,Em contato,Carlos Souza
2024-04-12,Lead 1675,Orgânico - SEO,Novo,Carlos Souza
2024-04-13,Lead 1676,Evento - Workshop,Desqualificado,Ana Silva
2024-12-10,Lead 1677,Evento - Workshop,Novo,Ana Silva
2024-01-28,Lead 1678,Evento - Workshop,Em contato,Ana Silva
2024-05-27,Lead 1679,Instagram - Conteúdo,Em contato,Ana Silva
2024-09-22,Lead 1680,Instagram - Conteúdo,Novo,Carlos Souza
2024-11-09,Lead 1681,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-12-02,Lead 1682,Evento - Workshop,Em contato,Carlos Souza
2024-01-03,Lead 1683,Evento - Workshop,Desqualificado,Ana Silva
2024-11-17,Lead 1684,Instagram - Conteúdo,Em contato,N/A
2024-03-18,Lead 1685,Google Ads - Contabilidade PME,Em contato,N/A
2024-01-28,Lead 1686,Orgânico - SEO,Desqualificado,N/A
2024-01-04,Lead 1687,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-05-28,Lead 1688,LinkedIn - BPO,Convertido,Carlos Souza
2024-04-08,Lead 1689,Orgânico - SEO,Em contato,N/A
2024-01-18,Lead 1690,Evento - Workshop,Novo,Carlos Souza
2024-09-23,Lead 1691,Google Ads - Contabilidade PME,Qualificado,N/A
2024-04-16,Lead 1692,LinkedIn - BPO,Em contato,Ana Silva
2024-11-05,Lead 1693,Instagram - Conteúdo,Novo,Ana Silva
2024-08-08,Lead 1694,Instagram - Conteúdo,Novo,Carlos Souza
2024-02-07,Lead 1695,Instagram - Conteúdo,Convertido,Carlos Souza
2024-10-16,Lead 1696,Evento - Workshop,Qualificado,Ana Silva
2024-07-13,Lead 1697,LinkedIn - BPO,Novo,Ana Silva
2024-04-24,Lead 1698,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-06-10,Lead 1699,Instagram - Conteúdo,Em contato,Ana Silva
2024-09-04,Lead 1700,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-08-12,Lead 1701,LinkedIn - BPO,Qualificado,N/A
2024-01-09,Lead 1702,Instagram - Conteúdo,Convertido,N/A
2024-10-17,Lead 1703,Instagram - Conteúdo,Qualificado,N/A
2024-01-28,Lead 1704,LinkedIn - BPO,Novo,Carlos Souza
2024-09-24,Lead 1705,Evento - Workshop,Desqualificado,Carlos Souza
2024-04-14,Lead 1706,Orgânico - SEO,Novo,N/A
2024-08-12,Lead 1707,LinkedIn - BPO,Desqualificado,Ana Silva
2024-10-21,Lead 1708,LinkedIn - BPO,Qualificado,N/A
2024-03-14,Lead 1709,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-12-20,Lead 1710,LinkedIn - BPO,Em contato,N/A
2024-02-11,Lead 1711,Instagram - Conteúdo,Em contato,Carlos Souza
2024-10-21,Lead 1712,LinkedIn - BPO,Em contato,Ana Silva
2024-01-01,Lead 1713,LinkedIn - BPO,Novo,N/A
2024-11-07,Lead 1714,Orgânico - SEO,Novo,Carlos Souza
2024-05-05,Lead 1715,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-05-03,Lead 1716,LinkedIn - BPO,Convertido,Carlos Souza
2024-02-14,Lead 1717,Orgânico - SEO,Em contato,Ana Silva
2024-01-12,Lead 1718,LinkedIn - BPO,Qualificado,N/A
2024-02-09,Lead 1719,Instagram - Conteúdo,Novo,Carlos Souza
2024-01-04,Lead 1720,LinkedIn - BPO,Em contato,N/A
2024-08-02,Lead 1721,Orgânico - SEO,Convertido,Carlos Souza
2024-09-14,Lead 1722,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-07-13,Lead 1723,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-01-21,Lead 1724,Instagram - Conteúdo,Qualificado,Ana Silva
2024-04-21,Lead 1725,LinkedIn - BPO,Em contato,Ana Silva
2024-11-11,Lead 1726,Google Ads - Contabilidade PME,Qualificado,N/A
2024-11-06,Lead 1727,Instagram - Conteúdo,Convertido,N/A
2024-07-01,Lead 1728,Orgânico - SEO,Convertido,Ana Silva
2024-08-09,Lead 1729,Evento - Workshop,Em contato,Ana Silva
2024-01-05,Lead 1730,Evento - Workshop,Convertido,Carlos Souza
2024-07-27,Lead 1731,LinkedIn - BPO,Convertido,Carlos Souza
2024-04-13,Lead 1732,Evento - Workshop,Novo,Ana Silva
2024-04-15,Lead 1733,Instagram - Conteúdo,Novo,Ana Silva
2024-09-09,Lead 1734,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-07-15,Lead 1735,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-01-10,Lead 1736,LinkedIn - BPO,Novo,Ana Silva
2024-09-16,Lead 1737,Orgânico - SEO,Novo,N/A
2024-10-01,Lead 1738,Evento - Workshop,Convertido,Ana Silva
2024-06-27,Lead 1739,Evento - Workshop,Qualificado,Ana Silva
2024-05-09,Lead 1740,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-07-06,Lead 1741,Evento - Workshop,Convertido,Carlos Souza
2024-06-24,Lead 1742,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-08-06,Lead 1743,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-11-08,Lead 1744,Evento - Workshop,Novo,Ana Silva
2024-09-26,Lead 1745,Orgânico - SEO,Em contato,Ana Silva
2024-09-04,Lead 1746,Google Ads - Contabilidade PME,Qualificado,N/A
2024-07-18,Lead 1747,Evento - Workshop,Desqualificado,Carlos Souza
2024-01-18,Lead 1748,Google Ads - Contabilidade PME,Novo,N/A
2024-04-07,Lead 1749,Evento - Workshop,Novo,Ana Silva
